Company,Date,Close/Last,Volume,Open,High,Low
NFLX,2015-09-23,98.07,10252900,98.6,99.74,97.66
NFLX,2015-09-22,98.47,16694800,98.29,99.9,97.0
NFLX,2015-09-21,100.3,17868590,103.3,103.77,99.5568
NFLX,2015-09-18,102.62,21650810,102.0,104.36,100.71
NFLX,2015-09-17,104.21,25768300,103.67,107.5,101.83
NFLX,2015-09-16,104.08,27967180,99.7,104.48,99.33
NFLX,2015-09-15,99.16,22536440,95.22,99.65,93.61
NFLX,2015-09-14,95.69,15520270,96.84,97.91,94.33
NFLX,2015-09-11,97.51,17351030,98.57,100.85,97.23
NFLX,2015-09-10,99.48,21010380,99.42,100.85,96.78
NFLX,2015-09-09,99.18,35433880,96.51,102.79,95.52
NFLX,2015-09-08,94.95,43420420,102.08,102.5,93.55
NFLX,2015-09-04,98.79,24175260,98.05,99.928,97.34
NFLX,2015-09-03,101.06,29291720,102.69,104.17,100.11
NFLX,2015-09-02,105.44,39732710,109.31,109.5,100.3
NFLX,2015-09-01,105.79,35745230,109.35,111.24,103.82
NFLX,2015-08-31,115.03,16963370,115.24,117.0,113.76
NFLX,2015-08-28,117.63,20211990,116.35,119.35,115.88
NFLX,2015-08-27,117.66,36904220,114.94,118.25,113.02
NFLX,2015-08-26,110.13,36003580,107.15,110.28,102.02
NFLX,2015-08-25,101.52,37441020,107.75,107.88,101.5
NFLX,2015-08-24,96.88,59798140,88.75,109.63,85.5
NFLX,2015-08-21,103.96,33156230,106.2,110.0,102.751
NFLX,2015-08-20,112.49,27898760,119.8,121.45,111.34
NFLX,2015-08-19,122.06,10089710,123.5,123.7,121.5
NFLX,2015-08-18,124.05,9365646,125.26,126.749,123.55
NFLX,2015-08-17,125.36,9211682,123.14,125.7,122.59
NFLX,2015-08-14,123.39,8652710,124.96,125.0,123.0
NFLX,2015-08-13,123.73,15227460,120.99,125.73,119.34
NFLX,2015-08-12,120.51,13825250,121.47,122.45,118.66
NFLX,2015-08-11,122.74,11560300,120.01,123.76,120.0
NFLX,2015-08-10,123.03,13395230,126.09,126.5,121.51
NFLX,2015-08-07,123.52,17340440,126.42,126.6,121.3
NFLX,2015-08-06,126.45,24659910,126.29,128.85,122.04
NFLX,2015-08-05,123.71,26902730,125.62,129.29,122.705
NFLX,2015-08-04,121.15,29546660,113.15,122.79,113.0
NFLX,2015-08-03,112.56,10124570,114.6,114.6,111.78
NFLX,2015-07-31,114.31,16249740,111.95,115.0,111.15
NFLX,2015-07-30,111.56,14199340,106.4,111.9,105.4
NFLX,2015-07-29,107.08,6679819,106.83,107.75,105.4
NFLX,2015-07-28,106.9,11151030,107.29,107.94,103.88
NFLX,2015-07-27,106.43,11284860,107.79,109.86,106.25
NFLX,2015-07-24,109.34,8109471,111.55,111.68,108.9
NFLX,2015-07-23,110.1,8281009,110.91,112.18,109.84
NFLX,2015-07-22,111.5,10396820,112.14,113.88,110.5608
NFLX,2015-07-21,112.51,14022880,110.21,113.71,109.32
NFLX,2015-07-20,110.55,22649490,114.7,114.7,110.14
NFLX,2015-07-17,114.77,25093820,117.34,117.88,114.24
NFLX,2015-07-16,115.81,63003600,111.02,116.49,107.68
NFLX,2015-07-15,98.13,30004360,99.97,100.75,97.05
NFLX,2015-07-14,100.3714,19708205,101.2714,101.6357,99.6528
NFLX,2015-07-13,101.0871,33046443,98.0985,102.3085,98.0788
NFLX,2015-07-10,97.2285,21601306,97.5228,98.5028,96.9
NFLX,2015-07-09,95.7271,16683280,94.9,95.8457,94.2857
NFLX,2015-07-08,93.5071,12980307,93.4714,93.9957,92.2843
NFLX,2015-07-07,94.0914,21567594,95.0128,95.4271,92.6228
NFLX,2015-07-06,94.5714,11792449,93.4728,94.9285,93.34
NFLX,2015-07-02,94.0443,11046584,93.9985,94.1985,93.2143
NFLX,2015-07-01,93.6357,14671045,94.8057,95.2385,93.2185
NFLX,2015-06-30,93.8485,16855522,93.3571,94.3557,92.7857
NFLX,2015-06-29,92.2314,24551044,91.5057,92.9128,91.1171
NFLX,2015-06-26,93.0885,30249571,95.3,95.3143,93.0885
NFLX,2015-06-25,94.8914,41576043,95.4814,96.0,93.4585
NFLX,2015-06-24,96.9443,77076393,100.0143,100.8914,96.3971
NFLX,2015-06-23,97.3128,14465665,96.3357,97.39,95.75
NFLX,2015-06-22,96.4143,16681033,95.0428,96.6928,94.1885
NFLX,2015-06-19,93.8714,19756211,96.2428,96.4179,93.8214
NFLX,2015-06-18,94.7428,8959758,94.6514,95.3414,94.3685
NFLX,2015-06-17,94.2714,9889806,95.1328,95.1328,93.9574
NFLX,2015-06-16,95.2728,16009152,94.2428,95.6071,93.6914
NFLX,2015-06-15,93.4314,19035540,92.8571,93.5914,91.6585
NFLX,2015-06-12,94.4185,10267757,94.9157,95.3428,94.1243
NFLX,2015-06-11,95.0943,26597215,96.89,96.9185,94.0871
NFLX,2015-06-10,95.8714,57046958,93.3957,98.97,93.2257
NFLX,2015-06-09,92.45,21778624,89.3343,92.7143,89.3343
NFLX,2015-06-08,89.6043,11142365,90.7143,90.8157,88.9957
NFLX,2015-06-05,90.46,11607053,89.2143,90.54,89.1257
NFLX,2015-06-04,89.3485,9914551,88.3785,89.4285,88.0428
NFLX,2015-06-03,88.8085,6234097,89.2428,89.7328,88.6443
NFLX,2015-06-02,89.13,7525982,88.7114,89.6785,88.4057
NFLX,2015-06-01,89.0028,9920690,88.8371,89.1217,87.9443
NFLX,2015-05-29,89.1514,12708259,89.4728,90.2057,88.9557
NFLX,2015-05-28,89.5071,7812730,89.7143,89.8557,88.93
NFLX,2015-05-27,89.8571,10465941,88.1428,89.9071,87.9285
NFLX,2015-05-26,87.9928,9641509,88.8743,89.0613,87.7863
NFLX,2015-05-22,88.8385,7463780,89.1785,89.4071,88.6928
NFLX,2015-05-21,89.0028,12763006,89.0814,89.5714,88.1814
NFLX,2015-05-20,88.79,12748124,88.2143,89.1085,87.3628
NFLX,2015-05-19,88.0685,18210764,88.8885,89.7857,87.81
NFLX,2015-05-18,88.2671,14789870,87.5443,88.5341,87.0243
NFLX,2015-05-15,87.6071,36979303,86.3643,88.3484,85.7557
NFLX,2015-05-14,83.8357,8878026,83.2857,83.9243,82.33
NFLX,2015-05-13,82.8728,11146194,83.4043,84.1971,82.6914
NFLX,2015-05-12,83.3771,11897204,83.8085,83.8085,82.9928
NFLX,2015-05-11,84.2778,23873003,82.3243,84.8571,82.1857
NFLX,2015-05-08,82.0857,13817822,81.0414,82.1528,80.9643
NFLX,2015-05-07,80.7485,10198506,80.1143,80.7943,79.4571
NFLX,2015-05-06,80.0771,11499904,81.0285,81.2143,79.5214
NFLX,2015-05-05,80.7928,27099913,81.2385,82.4428,80.7571
NFLX,2015-05-04,79.2714,7957189,79.5714,79.7143,78.9
NFLX,2015-05-01,79.5757,8884704,79.8557,79.9671,78.8943
NFLX,2015-04-30,79.5,10557312,80.2371,80.8357,79.1243
NFLX,2015-04-29,80.4071,9539463,80.07,81.0557,79.6443
NFLX,2015-04-28,80.4371,8822950,80.59,81.2785,79.9443
NFLX,2015-04-27,80.8685,15238487,80.2928,81.7857,80.23
NFLX,2015-04-24,79.7707,11035482,80.1728,80.8085,79.5071
NFLX,2015-04-23,79.8657,12670487,79.6557,80.3428,78.9557
NFLX,2015-04-22,79.6685,12079505,80.2114,80.7128,79.5443
NFLX,2015-04-21,80.0628,15897047,81.2343,81.4843,79.8
NFLX,2015-04-20,81.0557,30731577,81.7857,82.3043,80.3814
NFLX,2015-04-17,81.65,58219864,79.7785,82.1428,79.7143
NFLX,2015-04-16,80.2928,104301571,76.0,81.25,75.7143
NFLX,2015-04-15,67.9228,40918099,68.7043,68.7043,67.364
NFLX,2015-04-14,68.3871,28565609,68.8571,69.1428,67.4214
NFLX,2015-04-13,67.8114,44265654,67.24,69.2857,67.0571
NFLX,2015-04-10,64.9386,22312052,64.3971,64.9957,63.9471
NFLX,2015-04-09,62.7857,13454116,63.0,63.1357,62.1143
NFLX,2015-04-08,63.05,22307453,61.2014,63.1071,61.1846
NFLX,2015-04-07,60.4943,9977299,60.4971,60.8486,60.0428
NFLX,2015-04-06,60.33,10709289,58.7686,60.4471,58.4643
NFLX,2015-04-02,59.1543,9841121,59.0714,59.6071,58.8614
NFLX,2015-04-01,59.0171,14633763,59.6428,59.7857,58.7028
NFLX,2015-03-31,59.5271,14243114,60.11,60.42,59.4557
NFLX,2015-03-30,60.3671,13261553,59.7157,60.5643,59.3643
NFLX,2015-03-27,59.2528,15824975,59.33,59.8471,58.5728
NFLX,2015-03-26,59.7514,16005477,59.6286,60.4471,59.39
NFLX,2015-03-25,60.25,21626471,62.6843,62.6914,60.2443
NFLX,2015-03-24,62.6114,16869746,61.1357,63.0986,61.1188
NFLX,2015-03-23,60.7143,7658688,60.89,61.1557,60.3301
NFLX,2015-03-20,61.185,13623971,61.3371,61.7857,60.8957
NFLX,2015-03-19,60.7443,11432046,60.46,61.212,60.2557
NFLX,2015-03-18,60.4457,14624782,59.7386,60.65,59.3
NFLX,2015-03-17,59.7886,18419491,59.7128,60.6943,59.3843
NFLX,2015-03-16,60.2814,26791255,61.5471,61.5471,59.62
NFLX,2015-03-13,62.6286,10154602,63.9071,64.0571,62.3671
NFLX,2015-03-12,64.0457,14652950,63.3471,64.5828,63.34
